id,name,state,postcode,suburb,type
7283,Reservoir Views Primary School,VIC,3073,Reservoir,school
7284,Reservoir West Primary School,VIC,3073,Reservoir,school
7285,Resurrection School,VIC,3173,Keysborough,school
7286,Resurrection School,VIC,3021,Kings Park,school
7287,Revesby Public School,NSW,2212,Revesby,school
7288,Revesby South Public School,NSW,2212,Revesby,school
7289,Reynella East College,SA,5161,Reynella East,school
7290,Reynella Primary School,SA,5161,Old Reynella,school
7291,Reynella South Primary School,SA,5161,Reynella,school
7292,Riana Primary School,TAS,7316,Riana,school
